"Time","Result"
"10.04.2024 15:48:58","2ms, Maximum"
"10.04.2024 15:49:03","2ms, Maximum"
"10.04.2024 15:49:08","2ms, Maximum"
"10.04.2024 15:49:13","2ms, Maximum"
"10.04.2024 15:49:18","2ms, Maximum"
"10.04.2024 15:49:23","2ms, Maximum"
"10.04.2024 15:49:28","5ms, Maximum"
"10.04.2024 15:49:33","3ms, Maximum"
"10.04.2024 15:49:38","2ms, Maximum"
"10.04.2024 15:49:43","2ms, Maximum"
"10.04.2024 15:49:48","3ms, Maximum"
"10.04.2024 15:49:53","2ms, Maximum"
"10.04.2024 15:49:58","4ms, Maximum"
"10.04.2024 15:50:03","2ms, Maximum"
"10.04.2024 15:50:09","2ms, Maximum"
"10.04.2024 15:50:14","2ms, Maximum"
"10.04.2024 15:50:20","2ms, Maximum"
"10.04.2024 15:50:25","3ms, Maximum"
"10.04.2024 15:50:30","2ms, Maximum"
"10.04.2024 15:50:35","2ms, Maximum"
"10.04.2024 15:50:40","3ms, Maximum"
"10.04.2024 15:50:45","4ms, Maximum"
"10.04.2024 15:50:50","2ms, Maximum"
"10.04.2024 15:50:55","3ms, Maximum"
"10.04.2024 15:51:00","2ms, Maximum"
"10.04.2024 15:51:05","3ms, Maximum"
"10.04.2024 15:51:10","3ms, Maximum"
"10.04.2024 15:51:15","2ms, Maximum"
"10.04.2024 15:51:20","2ms, Maximum"
"10.04.2024 15:51:25","2ms, Maximum"
"10.04.2024 15:51:30","2ms, Maximum"
"10.04.2024 15:51:35","2ms, Maximum"
"10.04.2024 15:51:40","2ms, Maximum"
"10.04.2024 15:51:45","3ms, Maximum"
"10.04.2024 15:51:50","2ms, Maximum"
"10.04.2024 15:51:55","2ms, Maximum"
"10.04.2024 15:52:00","2ms, Maximum"
"10.04.2024 15:52:05","2ms, Maximum"
"10.04.2024 15:52:10","3ms, Maximum"
"10.04.2024 15:52:15","2ms, Maximum"
"10.04.2024 15:52:20","2ms, Maximum"
"10.04.2024 15:52:25","2ms, Maximum"
"10.04.2024 15:52:30","2ms, Maximum"
"10.04.2024 15:52:35","3ms, Maximum"
"10.04.2024 15:52:40","2ms, Maximum"
"10.04.2024 15:52:45","3ms, Maximum"
"10.04.2024 15:52:51","3ms, Maximum"
"10.04.2024 15:52:56","2ms, Maximum"
"10.04.2024 15:53:02","2ms, Maximum"
"10.04.2024 15:53:07","2ms, Maximum"
"10.04.2024 15:53:12","2ms, Maximum"
"10.04.2024 15:53:17","5ms, Maximum"
"10.04.2024 15:53:22","3ms, Maximum"
"10.04.2024 15:53:27","3ms, Maximum"
"10.04.2024 15:53:32","2ms, Maximum"
"10.04.2024 15:53:37","3ms, Maximum"
"10.04.2024 15:53:42","3ms, Maximum"
"10.04.2024 15:53:47","2ms, Maximum"
"10.04.2024 15:53:52","5ms, Maximum"
"10.04.2024 15:53:57","2ms, Maximum"
"10.04.2024 15:54:02","3ms, Maximum"
"10.04.2024 15:54:07","2ms, Maximum"
"10.04.2024 15:54:12","2ms, Maximum"
"10.04.2024 15:54:17","4ms, Maximum"
"10.04.2024 15:54:22","2ms, Maximum"
"10.04.2024 15:54:27","2ms, Maximum"
"10.04.2024 15:54:32","2ms, Maximum"
"10.04.2024 15:54:37","3ms, Maximum"
"10.04.2024 15:54:42","2ms, Maximum"
"10.04.2024 15:54:47","4ms, Maximum"
"10.04.2024 15:54:52","2ms, Maximum"
"10.04.2024 15:54:57","2ms, Maximum"
"10.04.2024 15:55:02","2ms, Maximum"
"10.04.2024 15:55:07","2ms, Maximum"
"10.04.2024 15:55:12","3ms, Maximum"
"10.04.2024 15:55:17","2ms, Maximum"
"10.04.2024 15:55:22","2ms, Maximum"
"10.04.2024 15:55:27","3ms, Maximum"
"10.04.2024 15:55:33","3ms, Maximum"
"10.04.2024 15:55:38","2ms, Maximum"
"10.04.2024 15:55:43","3ms, Maximum"
"10.04.2024 15:55:48","2ms, Maximum"
"10.04.2024 15:55:53","3ms, Maximum"
"10.04.2024 15:55:58","2ms, Maximum"
"10.04.2024 15:56:03","3ms, Maximum"
"10.04.2024 15:56:08","2ms, Maximum"
"10.04.2024 15:56:13","2ms, Maximum"
"10.04.2024 15:56:18","3ms, Maximum"
"10.04.2024 15:56:23","2ms, Maximum"
"10.04.2024 15:56:28","2ms, Maximum"
"10.04.2024 15:56:33","2ms, Maximum"
"10.04.2024 15:56:38","2ms, Maximum"
"10.04.2024 15:56:43","2ms, Maximum"
"10.04.2024 15:56:48","2ms, Maximum"
"10.04.2024 15:56:53","5ms, Maximum"
"10.04.2024 15:56:58","16ms, Maximum"
"10.04.2024 15:57:03","3ms, Maximum"
"10.04.2024 15:57:08","2ms, Maximum"
"10.04.2024 15:57:13","2ms, Maximum"
"10.04.2024 15:57:18","2ms, Maximum"
"10.04.2024 15:57:23","2ms, Maximum"
"10.04.2024 15:57:28","2ms, Maximum"
"10.04.2024 15:57:33","3ms, Maximum"
"10.04.2024 15:57:38","3ms, Maximum"
"10.04.2024 15:57:43","2ms, Maximum"
"10.04.2024 15:57:48","3ms, Maximum"
"10.04.2024 15:57:53","3ms, Maximum"
"10.04.2024 15:57:59","11ms, Maximum"
"10.04.2024 15:58:04","2ms, Maximum"
"10.04.2024 15:58:09","2ms, Maximum"
"10.04.2024 15:58:14","2ms, Maximum"
"10.04.2024 15:58:19","2ms, Maximum"
"10.04.2024 15:58:24","2ms, Maximum"
"10.04.2024 15:58:29","2ms, Maximum"
"10.04.2024 15:58:34","2ms, Maximum"
"10.04.2024 15:58:39","2ms, Maximum"
"10.04.2024 15:58:44","2ms, Maximum"
"10.04.2024 15:58:49","2ms, Maximum"
"10.04.2024 15:58:54","3ms, Maximum"
"10.04.2024 15:58:59","2ms, Maximum"
"10.04.2024 15:59:04","2ms, Maximum"
"10.04.2024 15:59:09","3ms, Maximum"
"10.04.2024 15:59:14","2ms, Maximum"
"10.04.2024 15:59:19","2ms, Maximum"
"10.04.2024 15:59:24","3ms, Maximum"
"10.04.2024 15:59:29","4ms, Maximum"
"10.04.2024 15:59:34","2ms, Maximum"
"10.04.2024 15:59:39","3ms, Maximum"
"10.04.2024 15:59:44","43ms, Maximum"
"10.04.2024 15:59:49","42ms, Maximum"
"10.04.2024 15:59:54","3ms, Maximum"
"10.04.2024 15:59:59","2ms, Maximum"
"10.04.2024 16:00:04","2ms, Maximum"
"10.04.2024 16:00:09","4ms, Maximum"
"10.04.2024 16:00:14","3ms, Maximum"
"10.04.2024 16:00:19","4ms, Maximum"
"10.04.2024 16:00:24","2ms, Maximum"
"10.04.2024 16:00:30","2ms, Maximum"
"10.04.2024 16:00:35","2ms, Maximum"
"10.04.2024 16:00:40","3ms, Maximum"
"10.04.2024 16:00:45","3ms, Maximum"
"10.04.2024 16:00:50","9ms, Maximum"
"10.04.2024 16:00:55","3ms, Maximum"
"10.04.2024 16:01:00","2ms, Maximum"
"10.04.2024 16:01:05","9ms, Maximum"
"10.04.2024 16:01:10","2ms, Maximum"
"10.04.2024 16:01:15","2ms, Maximum"
"10.04.2024 16:01:20","4ms, Maximum"
"10.04.2024 16:01:25","2ms, Maximum"
"10.04.2024 16:01:30","2ms, Maximum"
"10.04.2024 16:01:35","3ms, Maximum"
"10.04.2024 16:01:40","3ms, Maximum"
"10.04.2024 16:01:45","3ms, Maximum"
"10.04.2024 16:01:50","2ms, Maximum"
"10.04.2024 16:01:55","3ms, Maximum"
"10.04.2024 16:02:00","3ms, Maximum"
"10.04.2024 16:02:05","2ms, Maximum"
"10.04.2024 16:02:10","2ms, Maximum"
"10.04.2024 16:02:15","2ms, Maximum"
"10.04.2024 16:02:20","10ms, Maximum"
"10.04.2024 16:02:25","4ms, Maximum"
"10.04.2024 16:02:30","3ms, Maximum"
"10.04.2024 16:02:35","2ms, Maximum"
"10.04.2024 16:02:40","2ms, Maximum"
"10.04.2024 16:02:45","3ms, Maximum"
"10.04.2024 16:02:50","2ms, Maximum"
"10.04.2024 16:02:55","4ms, Maximum"
"10.04.2024 16:03:00","2ms, Maximum"
"10.04.2024 16:03:05","2ms, Maximum"
"10.04.2024 16:03:10","3ms, Maximum"
"10.04.2024 16:03:16","2ms, Maximum"
"10.04.2024 16:03:21","4ms, Maximum"
"10.04.2024 16:03:26","2ms, Maximum"
"10.04.2024 16:03:31","2ms, Maximum"
"10.04.2024 16:03:36","2ms, Maximum"
"10.04.2024 16:03:41","4ms, Maximum"
"10.04.2024 16:03:46","2ms, Maximum"
"10.04.2024 16:03:51","2ms, Maximum"
"10.04.2024 16:03:56","2ms, Maximum"
"10.04.2024 16:04:01","3ms, Maximum"
"10.04.2024 16:04:06","3ms, Maximum"
"10.04.2024 16:04:11","2ms, Maximum"
"10.04.2024 16:04:16","2ms, Maximum"
"10.04.2024 16:04:21","2ms, Maximum"
"10.04.2024 16:04:26","3ms, Maximum"
"10.04.2024 16:04:31","5ms, Maximum"
"10.04.2024 16:04:36","3ms, Maximum"
"10.04.2024 16:04:41","2ms, Maximum"
"10.04.2024 16:04:46","2ms, Maximum"
"10.04.2024 16:04:51","3ms, Maximum"
"10.04.2024 16:04:56","2ms, Maximum"
"10.04.2024 16:05:01","2ms, Maximum"
"10.04.2024 16:05:06","3ms, Maximum"
"10.04.2024 16:05:11","3ms, Maximum"
"10.04.2024 16:05:16","3ms, Maximum"
"10.04.2024 16:05:21","3ms, Maximum"
"10.04.2024 16:05:26","2ms, Maximum"
"10.04.2024 16:05:31","5ms, Maximum"
"10.04.2024 16:05:36","2ms, Maximum"
"10.04.2024 16:05:41","3ms, Maximum"
"10.04.2024 16:05:46","3ms, Maximum"
"10.04.2024 16:05:51","2ms, Maximum"
"10.04.2024 16:05:56","4ms, Maximum"
"10.04.2024 16:06:01","3ms, Maximum"
"10.04.2024 16:06:06","2ms, Maximum"
"10.04.2024 16:06:11","3ms, Maximum"
"10.04.2024 16:06:17","3ms, Maximum"
"10.04.2024 16:06:22","2ms, Maximum"
"10.04.2024 16:06:27","3ms, Maximum"
"10.04.2024 16:06:32","5ms, Maximum"
"10.04.2024 16:06:37","2ms, Maximum"
"10.04.2024 16:06:42","2ms, Maximum"
"10.04.2024 16:06:47","2ms, Maximum"
"10.04.2024 16:06:52","2ms, Maximum"
"10.04.2024 16:06:57","3ms, Maximum"
"10.04.2024 16:07:02","2ms, Maximum"
"10.04.2024 16:07:07","2ms, Maximum"
"10.04.2024 16:07:12","2ms, Maximum"
"10.04.2024 16:07:17","3ms, Maximum"
"10.04.2024 16:07:22","3ms, Maximum"
"10.04.2024 16:07:27","3ms, Maximum"
"10.04.2024 16:07:32","3ms, Maximum"
"10.04.2024 16:07:37","2ms, Maximum"
"10.04.2024 16:07:42","3ms, Maximum"
"10.04.2024 16:07:47","2ms, Maximum"
"10.04.2024 16:07:52","2ms, Maximum"
"10.04.2024 16:07:57","4ms, Maximum"
"10.04.2024 16:08:02","3ms, Maximum"
"10.04.2024 16:08:07","3ms, Maximum"
"10.04.2024 16:08:12","3ms, Maximum"
"10.04.2024 16:08:17","3ms, Maximum"
"10.04.2024 16:08:22","2ms, Maximum"
"10.04.2024 16:08:27","2ms, Maximum"
"10.04.2024 16:08:32","2ms, Maximum"
"10.04.2024 16:08:37","2ms, Maximum"
"10.04.2024 16:08:42","24ms, Maximum"
"10.04.2024 16:08:47","3ms, Maximum"
"10.04.2024 16:08:53","40ms, Maximum"
"10.04.2024 16:08:58","3ms, Maximum"
"10.04.2024 16:09:03","2ms, Maximum"
"10.04.2024 16:09:08","2ms, Maximum"
"10.04.2024 16:09:13","2ms, Maximum"
"10.04.2024 16:09:18","2ms, Maximum"
"10.04.2024 16:09:23","4ms, Maximum"
"10.04.2024 16:09:28","3ms, Maximum"
"10.04.2024 16:09:33","3ms, Maximum"
"10.04.2024 16:09:38","3ms, Maximum"
"10.04.2024 16:09:43","2ms, Maximum"
"10.04.2024 16:09:48","3ms, Maximum"
"10.04.2024 16:09:53","2ms, Maximum"
"10.04.2024 16:09:58","3ms, Maximum"
"10.04.2024 16:10:03","2ms, Maximum"
"10.04.2024 16:10:08","2ms, Maximum"
"10.04.2024 16:10:13","3ms, Maximum"
"10.04.2024 16:10:18","2ms, Maximum"
"10.04.2024 16:10:23","2ms, Maximum"
"10.04.2024 16:10:28","2ms, Maximum"
"10.04.2024 16:10:33","2ms, Maximum"
"10.04.2024 16:10:38","3ms, Maximum"
"10.04.2024 16:10:43","3ms, Maximum"
"10.04.2024 16:10:48","5ms, Maximum"
"10.04.2024 16:10:53","3ms, Maximum"
"10.04.2024 16:10:58","3ms, Maximum"
"10.04.2024 16:11:03","3ms, Maximum"
"10.04.2024 16:11:08","3ms, Maximum"
"10.04.2024 16:11:13","2ms, Maximum"
"10.04.2024 16:11:18","2ms, Maximum"
"10.04.2024 16:11:23","2ms, Maximum"
"10.04.2024 16:11:28","3ms, Maximum"
"10.04.2024 16:11:33","5ms, Maximum"
"10.04.2024 16:11:38","5ms, Maximum"
"10.04.2024 16:11:44","2ms, Maximum"
"10.04.2024 16:11:49","2ms, Maximum"
"10.04.2024 16:11:54","3ms, Maximum"
"10.04.2024 16:11:59","2ms, Maximum"
"10.04.2024 16:12:04","2ms, Maximum"
"10.04.2024 16:12:09","2ms, Maximum"
"10.04.2024 16:12:14","3ms, Maximum"
"10.04.2024 16:12:19","2ms, Maximum"
"10.04.2024 16:12:24","5ms, Maximum"
"10.04.2024 16:12:29","5ms, Maximum"
"10.04.2024 16:12:34","2ms, Maximum"
"10.04.2024 16:12:39","2ms, Maximum"
"10.04.2024 16:12:44","2ms, Maximum"
"10.04.2024 16:12:49","3ms, Maximum"
"10.04.2024 16:12:54","3ms, Maximum"
"10.04.2024 16:12:59","3ms, Maximum"
"10.04.2024 16:13:04","3ms, Maximum"
"10.04.2024 16:13:09","4ms, Maximum"
"10.04.2024 16:13:14","4ms, Maximum"
"10.04.2024 16:13:19","2ms, Maximum"
"10.04.2024 16:13:24","2ms, Maximum"
"10.04.2024 16:13:29","2ms, Maximum"
"10.04.2024 16:13:34","3ms, Maximum"
"10.04.2024 16:13:39","4ms, Maximum"
"10.04.2024 16:13:44","3ms, Maximum"
"10.04.2024 16:13:49","2ms, Maximum"
"10.04.2024 16:13:54","2ms, Maximum"
"10.04.2024 16:13:59","3ms, Maximum"
"10.04.2024 16:14:04","3ms, Maximum"
"10.04.2024 16:14:09","3ms, Maximum"
"10.04.2024 16:14:14","4ms, Maximum"
"10.04.2024 16:14:19","3ms, Maximum"
"10.04.2024 16:14:24","2ms, Maximum"
"10.04.2024 16:14:29","3ms, Maximum"
"10.04.2024 16:14:34","3ms, Maximum"
"10.04.2024 16:14:39","2ms, Maximum"
"10.04.2024 16:14:45","2ms, Maximum"
"10.04.2024 16:14:50","2ms, Maximum"
"10.04.2024 16:14:55","8ms, Maximum"
"10.04.2024 16:15:00","3ms, Maximum"
"10.04.2024 16:15:05","3ms, Maximum"
"10.04.2024 16:15:10","2ms, Maximum"
"10.04.2024 16:15:15","3ms, Maximum"
"10.04.2024 16:15:20","3ms, Maximum"
"10.04.2024 16:15:25","3ms, Maximum"
"10.04.2024 16:15:30","4ms, Maximum"
"10.04.2024 16:15:35","3ms, Maximum"
"10.04.2024 16:15:40","2ms, Maximum"
"10.04.2024 16:15:45","3ms, Maximum"
"10.04.2024 16:15:50","3ms, Maximum"
"10.04.2024 16:15:55","2ms, Maximum"
"10.04.2024 16:16:00","3ms, Maximum"
"10.04.2024 16:16:05","2ms, Maximum"
"10.04.2024 16:16:10","3ms, Maximum"
"10.04.2024 16:16:15","2ms, Maximum"
"10.04.2024 16:16:20","3ms, Maximum"
"10.04.2024 16:16:25","2ms, Maximum"
"10.04.2024 16:16:30","2ms, Maximum"
"10.04.2024 16:16:35","2ms, Maximum"
"10.04.2024 16:16:40","2ms, Maximum"
"10.04.2024 16:16:45","4ms, Maximum"
"10.04.2024 16:16:50","2ms, Maximum"
"10.04.2024 16:16:55","2ms, Maximum"
"10.04.2024 16:17:00","2ms, Maximum"
"10.04.2024 16:17:06","2ms, Maximum"
"10.04.2024 16:17:11","3ms, Maximum"
"10.04.2024 16:17:16","4ms, Maximum"
"10.04.2024 16:17:21","3ms, Maximum"
"10.04.2024 16:17:26","3ms, Maximum"
"10.04.2024 16:17:31","2ms, Maximum"
"10.04.2024 16:17:36","2ms, Maximum"
"10.04.2024 16:17:41","3ms, Maximum"
"10.04.2024 16:17:46","2ms, Maximum"
"10.04.2024 16:17:51","3ms, Maximum"
"10.04.2024 16:17:56","2ms, Maximum"
"10.04.2024 16:18:01","2ms, Maximum"
"10.04.2024 16:18:06","2ms, Maximum"
"10.04.2024 16:18:11","2ms, Maximum"
"10.04.2024 16:18:16","2ms, Maximum"
"10.04.2024 16:18:21","2ms, Maximum"
"10.04.2024 16:18:26","3ms, Maximum"
"10.04.2024 16:18:31","3ms, Maximum"
"10.04.2024 16:18:36","3ms, Maximum"
"10.04.2024 16:18:41","2ms, Maximum"
"10.04.2024 16:18:46","2ms, Maximum"
"10.04.2024 16:18:51","2ms, Maximum"
"10.04.2024 16:18:56","2ms, Maximum"
"10.04.2024 16:19:01","3ms, Maximum"
"10.04.2024 16:19:06","2ms, Maximum"
"10.04.2024 16:19:11","3ms, Maximum"
"10.04.2024 16:19:16","2ms, Maximum"
"10.04.2024 16:19:21","43ms, Maximum"
"10.04.2024 16:19:27","3ms, Maximum"
"10.04.2024 16:19:32","3ms, Maximum"
"10.04.2024 16:19:37","3ms, Maximum"
"10.04.2024 16:19:42","2ms, Maximum"
"10.04.2024 16:19:47","2ms, Maximum"
"10.04.2024 16:19:52","18ms, Maximum"
"10.04.2024 16:19:57","2ms, Maximum"
"10.04.2024 16:20:02","2ms, Maximum"
"10.04.2024 16:20:07","2ms, Maximum"
"10.04.2024 16:20:12","3ms, Maximum"
"10.04.2024 16:20:17","3ms, Maximum"
"10.04.2024 16:20:22","4ms, Maximum"
"10.04.2024 16:20:27","13ms, Maximum"
"10.04.2024 16:20:32","14ms, Maximum"
"10.04.2024 16:20:37","4ms, Maximum"
"10.04.2024 16:20:42","4ms, Maximum"
"10.04.2024 16:20:47","7ms, Maximum"
"10.04.2024 16:20:52","11ms, Maximum"
"10.04.2024 16:20:57","3ms, Maximum"
"10.04.2024 16:21:02","2ms, Maximum"
"10.04.2024 16:21:07","3ms, Maximum"
"10.04.2024 16:21:12","3ms, Maximum"
"10.04.2024 16:21:17","3ms, Maximum"
"10.04.2024 16:21:22","2ms, Maximum"
"10.04.2024 16:21:27","2ms, Maximum"
"10.04.2024 16:21:32","3ms, Maximum"
"10.04.2024 16:21:37","2ms, Maximum"
"10.04.2024 16:21:42","2ms, Maximum"
"10.04.2024 16:21:48","3ms, Maximum"
"10.04.2024 16:21:53","3ms, Maximum"
"10.04.2024 16:21:58","3ms, Maximum"
"10.04.2024 16:22:03","2ms, Maximum"
"10.04.2024 16:22:08","4ms, Maximum"
"10.04.2024 16:22:13","4ms, Maximum"
"10.04.2024 16:22:18","2ms, Maximum"
"10.04.2024 16:22:23","2ms, Maximum"
"10.04.2024 16:22:28","3ms, Maximum"
"10.04.2024 16:22:33","2ms, Maximum"
"10.04.2024 16:22:38","2ms, Maximum"
"10.04.2024 16:22:43","2ms, Maximum"
"10.04.2024 16:22:48","3ms, Maximum"
"10.04.2024 16:22:53","2ms, Maximum"
"10.04.2024 16:22:58","2ms, Maximum"
"10.04.2024 16:23:03","2ms, Maximum"
"10.04.2024 16:23:08","2ms, Maximum"
"10.04.2024 16:23:13","3ms, Maximum"
"10.04.2024 16:23:18","2ms, Maximum"
"10.04.2024 16:23:23","2ms, Maximum"
"10.04.2024 16:23:28","2ms, Maximum"
"10.04.2024 16:23:33","3ms, Maximum"
"10.04.2024 16:23:38","2ms, Maximum"
"10.04.2024 16:23:43","2ms, Maximum"
"10.04.2024 16:23:48","2ms, Maximum"
"10.04.2024 16:23:53","2ms, Maximum"
"10.04.2024 16:23:58","6ms, Maximum"
"10.04.2024 16:24:03","4ms, Maximum"
"10.04.2024 16:24:08","3ms, Maximum"
"10.04.2024 16:24:13","3ms, Maximum"
"10.04.2024 16:24:18","2ms, Maximum"
"10.04.2024 16:24:24","2ms, Maximum"
"10.04.2024 16:24:29","3ms, Maximum"
"10.04.2024 16:24:34","2ms, Maximum"
"10.04.2024 16:24:39","2ms, Maximum"
"10.04.2024 16:24:44","3ms, Maximum"
"10.04.2024 16:24:49","2ms, Maximum"
"10.04.2024 16:24:54","3ms, Maximum"
"10.04.2024 16:24:59","3ms, Maximum"
"10.04.2024 16:25:04","2ms, Maximum"
"10.04.2024 16:25:09","2ms, Maximum"
"10.04.2024 16:25:14","2ms, Maximum"
"10.04.2024 16:25:19","2ms, Maximum"
"10.04.2024 16:25:24","3ms, Maximum"
"10.04.2024 16:25:29","2ms, Maximum"
"10.04.2024 16:25:34","2ms, Maximum"
"10.04.2024 16:25:39","5ms, Maximum"
"10.04.2024 16:25:44","2ms, Maximum"
"10.04.2024 16:25:49","2ms, Maximum"
"10.04.2024 16:25:54","2ms, Maximum"
"10.04.2024 16:25:59","4ms, Maximum"
"10.04.2024 16:26:04","3ms, Maximum"
"10.04.2024 16:26:09","2ms, Maximum"
"10.04.2024 16:26:14","3ms, Maximum"
"10.04.2024 16:26:19","3ms, Maximum"
"10.04.2024 16:26:24","2ms, Maximum"
"10.04.2024 16:26:29","3ms, Maximum"
"10.04.2024 16:26:34","3ms, Maximum"
"10.04.2024 16:26:39","2ms, Maximum"
"10.04.2024 16:26:44","2ms, Maximum"
"10.04.2024 16:26:49","5ms, Maximum"
"10.04.2024 16:26:55","2ms, Maximum"
"10.04.2024 16:27:00","2ms, Maximum"
"10.04.2024 16:27:05","4ms, Maximum"
"10.04.2024 16:27:10","2ms, Maximum"
"10.04.2024 16:27:15","2ms, Maximum"
"10.04.2024 16:27:20","4ms, Maximum"
"10.04.2024 16:27:25","2ms, Maximum"
"10.04.2024 16:27:30","2ms, Maximum"
"10.04.2024 16:27:35","2ms, Maximum"
"10.04.2024 16:27:40","2ms, Maximum"
"10.04.2024 16:27:45","2ms, Maximum"
"10.04.2024 16:27:50","3ms, Maximum"
"10.04.2024 16:27:55","3ms, Maximum"
"10.04.2024 16:28:00","3ms, Maximum"
"10.04.2024 16:28:05","2ms, Maximum"
"10.04.2024 16:28:10","2ms, Maximum"
"10.04.2024 16:28:15","3ms, Maximum"
"10.04.2024 16:28:20","2ms, Maximum"
"10.04.2024 16:28:25","3ms, Maximum"
"10.04.2024 16:28:30","3ms, Maximum"
"10.04.2024 16:28:35","2ms, Maximum"
"10.04.2024 16:28:40","4ms, Maximum"
"10.04.2024 16:28:45","3ms, Maximum"
"10.04.2024 16:28:50","3ms, Maximum"
"10.04.2024 16:28:55","3ms, Maximum"
"10.04.2024 16:29:00","2ms, Maximum"
"10.04.2024 16:29:05","2ms, Maximum"
"10.04.2024 16:29:10","2ms, Maximum"
"10.04.2024 16:29:15","2ms, Maximum"
"10.04.2024 16:29:20","2ms, Maximum"
"10.04.2024 16:29:25","2ms, Maximum"
"10.04.2024 16:29:31","2ms, Maximum"
"10.04.2024 16:29:36","3ms, Maximum"
"10.04.2024 16:29:41","3ms, Maximum"
"10.04.2024 16:29:46","3ms, Maximum"
"10.04.2024 16:29:51","15ms, Maximum"
"10.04.2024 16:29:56","2ms, Maximum"
"10.04.2024 16:30:01","3ms, Maximum"
"10.04.2024 16:30:06","3ms, Maximum"
"10.04.2024 16:30:11","3ms, Maximum"
"10.04.2024 16:30:16","3ms, Maximum"
"10.04.2024 16:30:21","3ms, Maximum"
"10.04.2024 16:30:26","3ms, Maximum"
"10.04.2024 16:30:31","2ms, Maximum"
"10.04.2024 16:30:36","3ms, Maximum"
"10.04.2024 16:30:41","2ms, Maximum"
"10.04.2024 16:30:46","1ms, Maximum"
"10.04.2024 16:30:51","3ms, Maximum"
"10.04.2024 16:30:56","3ms, Maximum"
"10.04.2024 16:31:01","2ms, Maximum"
"10.04.2024 16:31:06","3ms, Maximum"
"10.04.2024 16:31:11","3ms, Maximum"
