"Time","Result"
"12.04.2024 17:56:16","2ms, Maximum"
"12.04.2024 17:56:21","2ms, Maximum"
"12.04.2024 17:56:26","2ms, Maximum"
"12.04.2024 17:56:31","2ms, Maximum"
"12.04.2024 17:56:36","3ms, Maximum"
"12.04.2024 17:56:41","2ms, Maximum"
"12.04.2024 17:56:46","2ms, Maximum"
"12.04.2024 17:56:51","2ms, Maximum"
"12.04.2024 17:56:56","2ms, Maximum"
"12.04.2024 17:57:01","2ms, Maximum"
"12.04.2024 17:57:06","2ms, Maximum"
"12.04.2024 17:57:11","2ms, Maximum"
"12.04.2024 17:57:16","2ms, Maximum"
"12.04.2024 17:57:21","2ms, Maximum"
"12.04.2024 17:57:26","2ms, Maximum"
"12.04.2024 17:57:31","2ms, Maximum"
"12.04.2024 17:57:36","2ms, Maximum"
"12.04.2024 17:57:41","2ms, Maximum"
"12.04.2024 17:57:46","2ms, Maximum"
"12.04.2024 17:57:51","2ms, Maximum"
"12.04.2024 17:57:56","2ms, Maximum"
"12.04.2024 17:58:01","2ms, Maximum"
"12.04.2024 18:01:56","2ms, Maximum"
"12.04.2024 18:02:01","2ms, Maximum"
"12.04.2024 18:02:06","2ms, Maximum"
"12.04.2024 18:02:11","2ms, Maximum"
"12.04.2024 18:02:16","2ms, Maximum"
"12.04.2024 18:02:21","2ms, Maximum"
"12.04.2024 18:02:27","2ms, Maximum"
"12.04.2024 18:02:32","2ms, Maximum"
"12.04.2024 18:02:37","2ms, Maximum"
"12.04.2024 18:02:42","2ms, Maximum"
"12.04.2024 18:02:47","2ms, Maximum"
"12.04.2024 18:02:52","2ms, Maximum"
"12.04.2024 18:02:57","2ms, Maximum"
"12.04.2024 18:03:02","2ms, Maximum"
"12.04.2024 18:03:07","2ms, Maximum"
"12.04.2024 18:03:12","8ms, Maximum"
"12.04.2024 18:03:17","2ms, Maximum"
"12.04.2024 18:03:22","2ms, Maximum"
"12.04.2024 18:03:27","2ms, Maximum"
"12.04.2024 18:03:32","2ms, Maximum"
"12.04.2024 18:03:37","2ms, Maximum"
"12.04.2024 18:03:42","2ms, Maximum"
"12.04.2024 18:03:47","2ms, Maximum"
"12.04.2024 18:03:52","2ms, Maximum"
"12.04.2024 18:03:57","2ms, Maximum"
"12.04.2024 18:04:02","2ms, Maximum"
"12.04.2024 18:04:07","2ms, Maximum"
"12.04.2024 18:04:12","2ms, Maximum"
"12.04.2024 18:04:17","2ms, Maximum"
"12.04.2024 18:04:22","2ms, Maximum"
"12.04.2024 18:04:27","2ms, Maximum"
"12.04.2024 18:04:32","2ms, Maximum"
"12.04.2024 18:04:37","2ms, Maximum"
"12.04.2024 18:04:42","2ms, Maximum"
"12.04.2024 18:04:47","2ms, Maximum"
"12.04.2024 18:04:52","2ms, Maximum"
"12.04.2024 18:04:57","2ms, Maximum"
"12.04.2024 18:05:02","2ms, Maximum"
"12.04.2024 18:05:07","2ms, Maximum"
"12.04.2024 18:05:12","2ms, Maximum"
"12.04.2024 18:05:18","2ms, Maximum"
"12.04.2024 18:05:23","2ms, Maximum"
"12.04.2024 18:05:28","2ms, Maximum"
"12.04.2024 18:05:33","2ms, Maximum"
"12.04.2024 18:05:38","2ms, Maximum"
"12.04.2024 18:05:43","2ms, Maximum"
"12.04.2024 18:05:48","2ms, Maximum"
"12.04.2024 18:05:53","2ms, Maximum"
"12.04.2024 18:05:58","2ms, Maximum"
"12.04.2024 18:06:03","2ms, Maximum"
"12.04.2024 18:06:08","2ms, Maximum"
"12.04.2024 18:06:13","2ms, Maximum"
"12.04.2024 18:06:18","2ms, Maximum"
"12.04.2024 18:06:23","2ms, Maximum"
"12.04.2024 18:06:28","2ms, Maximum"
"12.04.2024 18:06:33","2ms, Maximum"
"12.04.2024 18:06:38","2ms, Maximum"
"12.04.2024 18:06:43","2ms, Maximum"
"12.04.2024 18:06:48","2ms, Maximum"
"12.04.2024 18:06:53","2ms, Maximum"
"12.04.2024 18:06:58","2ms, Maximum"
"12.04.2024 18:07:03","2ms, Maximum"
"12.04.2024 18:07:08","2ms, Maximum"
"12.04.2024 18:07:13","2ms, Maximum"
"12.04.2024 18:07:18","2ms, Maximum"
"12.04.2024 18:07:23","2ms, Maximum"
"12.04.2024 18:07:28","2ms, Maximum"
"12.04.2024 18:07:33","2ms, Maximum"
"12.04.2024 18:07:38","2ms, Maximum"
"12.04.2024 18:07:43","2ms, Maximum"
"12.04.2024 18:07:48","2ms, Maximum"
"12.04.2024 18:07:53","2ms, Maximum"
"12.04.2024 18:07:58","2ms, Maximum"
"12.04.2024 18:08:03","2ms, Maximum"
"12.04.2024 18:08:08","2ms, Maximum"
"12.04.2024 18:08:13","3ms, Maximum"
"12.04.2024 18:08:19","2ms, Maximum"
"12.04.2024 18:08:24","2ms, Maximum"
"12.04.2024 18:08:29","2ms, Maximum"
"12.04.2024 18:08:34","2ms, Maximum"
"12.04.2024 18:08:39","2ms, Maximum"
"12.04.2024 18:08:44","2ms, Maximum"
"12.04.2024 18:08:49","2ms, Maximum"
"12.04.2024 18:08:54","2ms, Maximum"
"12.04.2024 18:08:59","2ms, Maximum"
"12.04.2024 18:09:04","2ms, Maximum"
"12.04.2024 18:09:09","2ms, Maximum"
"12.04.2024 18:09:14","2ms, Maximum"
"12.04.2024 18:09:19","2ms, Maximum"
"12.04.2024 18:09:24","2ms, Maximum"
"12.04.2024 18:09:29","2ms, Maximum"
"12.04.2024 18:09:34","2ms, Maximum"
"12.04.2024 18:09:39","2ms, Maximum"
"12.04.2024 18:09:44","2ms, Maximum"
"12.04.2024 18:09:49","2ms, Maximum"
"12.04.2024 18:09:54","2ms, Maximum"
"12.04.2024 18:09:59","2ms, Maximum"
"12.04.2024 18:10:04","2ms, Maximum"
"12.04.2024 18:10:09","2ms, Maximum"
"12.04.2024 18:10:14","2ms, Maximum"
"12.04.2024 18:10:19","2ms, Maximum"
"12.04.2024 18:10:24","2ms, Maximum"
"12.04.2024 18:10:29","2ms, Maximum"
"12.04.2024 18:10:34","2ms, Maximum"
"12.04.2024 18:10:39","2ms, Maximum"
"12.04.2024 18:10:44","2ms, Maximum"
"12.04.2024 18:10:49","2ms, Maximum"
"12.04.2024 18:10:54","2ms, Maximum"
"12.04.2024 18:10:59","2ms, Maximum"
"12.04.2024 18:11:04","2ms, Maximum"
"12.04.2024 18:11:09","2ms, Maximum"
"12.04.2024 18:11:14","2ms, Maximum"
"12.04.2024 18:11:19","2ms, Maximum"
"12.04.2024 18:11:25","2ms, Maximum"
"12.04.2024 18:11:30","2ms, Maximum"
"12.04.2024 18:11:35","2ms, Maximum"
"12.04.2024 18:11:40","2ms, Maximum"
"12.04.2024 18:11:45","2ms, Maximum"
"12.04.2024 18:11:50","2ms, Maximum"
"12.04.2024 18:11:55","2ms, Maximum"
"12.04.2024 18:12:00","2ms, Maximum"
"12.04.2024 18:12:05","2ms, Maximum"
"12.04.2024 18:12:10","2ms, Maximum"
"12.04.2024 18:12:15","2ms, Maximum"
"12.04.2024 18:12:20","2ms, Maximum"
"12.04.2024 18:12:25","2ms, Maximum"
"12.04.2024 18:12:30","2ms, Maximum"
"12.04.2024 18:12:35","2ms, Maximum"
"12.04.2024 18:12:40","2ms, Maximum"
"12.04.2024 18:12:45","2ms, Maximum"
"12.04.2024 18:12:50","2ms, Maximum"
"12.04.2024 18:12:55","2ms, Maximum"
"12.04.2024 18:13:00","2ms, Maximum"
"12.04.2024 18:13:05","2ms, Maximum"
"12.04.2024 18:13:10","2ms, Maximum"
"12.04.2024 18:13:15","2ms, Maximum"
"12.04.2024 18:13:20","2ms, Maximum"
"12.04.2024 18:13:25","3ms, Maximum"
"12.04.2024 18:13:30","2ms, Maximum"
"12.04.2024 18:13:35","2ms, Maximum"
"12.04.2024 18:13:40","2ms, Maximum"
"12.04.2024 18:13:45","2ms, Maximum"
"12.04.2024 18:13:50","2ms, Maximum"
"12.04.2024 18:13:55","2ms, Maximum"
"12.04.2024 18:14:00","2ms, Maximum"
"12.04.2024 18:14:05","2ms, Maximum"
"12.04.2024 18:14:10","2ms, Maximum"
"12.04.2024 18:14:15","2ms, Maximum"
"12.04.2024 18:14:20","2ms, Maximum"
"12.04.2024 18:14:25","2ms, Maximum"
"12.04.2024 18:14:31","2ms, Maximum"
"12.04.2024 18:14:36","1ms, Maximum"
"12.04.2024 18:14:41","3ms, Maximum"
"12.04.2024 18:14:46","2ms, Maximum"
"12.04.2024 18:14:51","2ms, Maximum"
"12.04.2024 18:14:56","2ms, Maximum"
"12.04.2024 18:15:01","2ms, Maximum"
"12.04.2024 18:15:06","2ms, Maximum"
"12.04.2024 18:15:11","2ms, Maximum"
"12.04.2024 18:15:16","2ms, Maximum"
"12.04.2024 18:15:21","2ms, Maximum"
"12.04.2024 18:15:26","2ms, Maximum"
"12.04.2024 18:15:31","2ms, Maximum"
"12.04.2024 18:15:36","2ms, Maximum"
"12.04.2024 18:15:41","2ms, Maximum"
"12.04.2024 18:15:46","2ms, Maximum"
"12.04.2024 18:15:51","2ms, Maximum"
"12.04.2024 18:15:56","2ms, Maximum"
"12.04.2024 18:16:01","2ms, Maximum"
"12.04.2024 18:16:06","2ms, Maximum"
"12.04.2024 18:16:11","2ms, Maximum"
"12.04.2024 18:16:16","2ms, Maximum"
"12.04.2024 18:16:21","2ms, Maximum"
"12.04.2024 18:16:26","2ms, Maximum"
"12.04.2024 18:16:31","2ms, Maximum"
"12.04.2024 18:16:36","2ms, Maximum"
"12.04.2024 18:16:41","2ms, Maximum"
"12.04.2024 18:16:46","2ms, Maximum"
"12.04.2024 18:16:51","2ms, Maximum"
"12.04.2024 18:16:56","2ms, Maximum"
"12.04.2024 18:17:01","2ms, Maximum"
"12.04.2024 18:17:07","2ms, Maximum"
"12.04.2024 18:17:12","2ms, Maximum"
"12.04.2024 18:17:17","2ms, Maximum"
"12.04.2024 18:17:22","1ms, Maximum"
"12.04.2024 18:17:27","2ms, Maximum"
"12.04.2024 18:17:32","2ms, Maximum"
"12.04.2024 18:17:37","2ms, Maximum"
"12.04.2024 18:17:42","2ms, Maximum"
"12.04.2024 18:17:47","2ms, Maximum"
"12.04.2024 18:17:52","1ms, Maximum"
"12.04.2024 18:17:57","2ms, Maximum"
"12.04.2024 18:18:02","2ms, Maximum"
"12.04.2024 18:18:07","2ms, Maximum"
"12.04.2024 18:18:12","2ms, Maximum"
"12.04.2024 18:18:17","2ms, Maximum"
"12.04.2024 18:18:22","2ms, Maximum"
"12.04.2024 18:18:27","2ms, Maximum"
"12.04.2024 18:18:32","2ms, Maximum"
"12.04.2024 18:18:37","2ms, Maximum"
"12.04.2024 18:18:42","2ms, Maximum"
"12.04.2024 18:18:47","2ms, Maximum"
"12.04.2024 18:18:52","2ms, Maximum"
"12.04.2024 18:18:57","2ms, Maximum"
"12.04.2024 18:19:02","2ms, Maximum"
"12.04.2024 18:19:07","2ms, Maximum"
"12.04.2024 18:19:12","2ms, Maximum"
"12.04.2024 18:19:17","2ms, Maximum"
"12.04.2024 18:19:22","1ms, Maximum"
"12.04.2024 18:19:27","2ms, Maximum"
"12.04.2024 18:19:32","2ms, Maximum"
"12.04.2024 18:19:37","2ms, Maximum"
"12.04.2024 18:19:42","2ms, Maximum"
"12.04.2024 18:19:47","2ms, Maximum"
"12.04.2024 18:19:53","2ms, Maximum"
"12.04.2024 18:19:58","2ms, Maximum"
"12.04.2024 18:20:03","1ms, Maximum"
"12.04.2024 18:20:08","2ms, Maximum"
"12.04.2024 18:20:13","2ms, Maximum"
"12.04.2024 18:20:18","2ms, Maximum"
"12.04.2024 18:20:23","2ms, Maximum"
"12.04.2024 18:20:28","2ms, Maximum"
"12.04.2024 18:20:33","2ms, Maximum"
"12.04.2024 18:20:38","2ms, Maximum"
"12.04.2024 18:20:43","2ms, Maximum"
"12.04.2024 18:20:48","2ms, Maximum"
"12.04.2024 18:20:53","2ms, Maximum"
"12.04.2024 18:20:58","2ms, Maximum"
"12.04.2024 18:21:03","2ms, Maximum"
"12.04.2024 18:21:08","2ms, Maximum"
"12.04.2024 18:21:13","2ms, Maximum"
"12.04.2024 18:21:18","2ms, Maximum"
"12.04.2024 18:21:23","8ms, Maximum"
"12.04.2024 18:21:28","2ms, Maximum"
"12.04.2024 18:21:33","2ms, Maximum"
"12.04.2024 18:21:38","2ms, Maximum"
"12.04.2024 18:21:43","2ms, Maximum"
"12.04.2024 18:21:48","1ms, Maximum"
"12.04.2024 18:21:53","2ms, Maximum"
"12.04.2024 18:21:58","2ms, Maximum"
"12.04.2024 18:22:03","3ms, Maximum"
"12.04.2024 18:22:08","1ms, Maximum"
"12.04.2024 18:22:13","2ms, Maximum"
"12.04.2024 18:22:18","1ms, Maximum"
"12.04.2024 18:22:23","2ms, Maximum"
"12.04.2024 18:22:28","1ms, Maximum"
"12.04.2024 18:22:33","2ms, Maximum"
"12.04.2024 18:22:39","2ms, Maximum"
"12.04.2024 18:22:44","2ms, Maximum"
"12.04.2024 18:22:49","2ms, Maximum"
"12.04.2024 18:22:54","2ms, Maximum"
"12.04.2024 18:22:59","2ms, Maximum"
"12.04.2024 18:23:04","2ms, Maximum"
"12.04.2024 18:23:09","2ms, Maximum"
"12.04.2024 18:23:14","2ms, Maximum"
"12.04.2024 18:23:19","2ms, Maximum"
"12.04.2024 18:23:24","2ms, Maximum"
"12.04.2024 18:23:29","2ms, Maximum"
"12.04.2024 18:23:34","2ms, Maximum"
"12.04.2024 18:23:39","2ms, Maximum"
"12.04.2024 18:23:44","3ms, Maximum"
"12.04.2024 18:23:49","2ms, Maximum"
"12.04.2024 18:23:54","2ms, Maximum"
"12.04.2024 18:23:59","2ms, Maximum"
"12.04.2024 18:24:04","2ms, Maximum"
"12.04.2024 18:24:09","2ms, Maximum"
"12.04.2024 18:24:14","2ms, Maximum"
"12.04.2024 18:24:19","2ms, Maximum"
"12.04.2024 18:24:24","2ms, Maximum"
"12.04.2024 18:24:29","1ms, Maximum"
"12.04.2024 18:24:34","2ms, Maximum"
"12.04.2024 18:24:39","2ms, Maximum"
"12.04.2024 18:24:44","2ms, Maximum"
"12.04.2024 18:24:49","2ms, Maximum"
"12.04.2024 18:24:54","2ms, Maximum"
"12.04.2024 18:24:59","2ms, Maximum"
"12.04.2024 18:25:04","2ms, Maximum"
"12.04.2024 18:25:09","2ms, Maximum"
"12.04.2024 18:25:14","2ms, Maximum"
"12.04.2024 18:25:19","2ms, Maximum"
"12.04.2024 18:25:24","2ms, Maximum"
"12.04.2024 18:25:29","2ms, Maximum"
"12.04.2024 18:25:35","2ms, Maximum"
"12.04.2024 18:25:40","2ms, Maximum"
"12.04.2024 18:25:45","2ms, Maximum"
"12.04.2024 18:25:50","2ms, Maximum"
"12.04.2024 18:25:55","2ms, Maximum"
"12.04.2024 18:26:00","2ms, Maximum"
"12.04.2024 18:26:05","2ms, Maximum"
"12.04.2024 18:26:10","3ms, Maximum"
"12.04.2024 18:26:15","2ms, Maximum"
"12.04.2024 18:26:20","1ms, Maximum"
"12.04.2024 18:26:25","2ms, Maximum"
"12.04.2024 18:26:30","2ms, Maximum"
"12.04.2024 18:26:35","2ms, Maximum"
"12.04.2024 18:26:40","1ms, Maximum"
"12.04.2024 18:26:45","2ms, Maximum"
"12.04.2024 18:26:50","2ms, Maximum"
"12.04.2024 18:26:55","2ms, Maximum"
"12.04.2024 18:27:00","1ms, Maximum"
"12.04.2024 18:27:05","2ms, Maximum"
"12.04.2024 18:27:10","2ms, Maximum"
"12.04.2024 18:27:15","2ms, Maximum"
"12.04.2024 18:27:20","1ms, Maximum"
"12.04.2024 18:27:25","2ms, Maximum"
"12.04.2024 18:27:30","2ms, Maximum"
"12.04.2024 18:27:35","2ms, Maximum"
"12.04.2024 18:27:40","2ms, Maximum"
"12.04.2024 18:27:45","2ms, Maximum"
"12.04.2024 18:27:50","2ms, Maximum"
"12.04.2024 18:27:55","2ms, Maximum"
"12.04.2024 18:28:00","2ms, Maximum"
"12.04.2024 18:28:05","2ms, Maximum"
"12.04.2024 18:28:10","2ms, Maximum"
"12.04.2024 18:28:15","2ms, Maximum"
"12.04.2024 18:28:20","2ms, Maximum"
"12.04.2024 18:28:26","2ms, Maximum"
"12.04.2024 18:28:31","2ms, Maximum"
"12.04.2024 18:28:36","2ms, Maximum"
"12.04.2024 18:28:41","1ms, Maximum"
"12.04.2024 18:28:46","2ms, Maximum"
"12.04.2024 18:28:51","2ms, Maximum"
"12.04.2024 18:28:56","2ms, Maximum"
"12.04.2024 18:29:01","2ms, Maximum"
"12.04.2024 18:29:06","2ms, Maximum"
"12.04.2024 18:29:11","2ms, Maximum"
"12.04.2024 18:29:16","1ms, Maximum"
"12.04.2024 18:29:21","1ms, Maximum"
"12.04.2024 18:29:26","2ms, Maximum"
"12.04.2024 18:29:31","2ms, Maximum"
"12.04.2024 18:29:36","2ms, Maximum"
"12.04.2024 18:29:41","2ms, Maximum"
"12.04.2024 18:29:46","2ms, Maximum"
"12.04.2024 18:29:51","2ms, Maximum"
"12.04.2024 18:29:56","1ms, Maximum"
"12.04.2024 18:30:01","2ms, Maximum"
"12.04.2024 18:30:06","2ms, Maximum"
"12.04.2024 18:30:11","2ms, Maximum"
"12.04.2024 18:30:16","2ms, Maximum"
"12.04.2024 18:30:21","2ms, Maximum"
"12.04.2024 18:30:26","1ms, Maximum"
"12.04.2024 18:30:31","2ms, Maximum"
"12.04.2024 18:30:36","2ms, Maximum"
"12.04.2024 18:30:41","2ms, Maximum"
"12.04.2024 18:30:46","2ms, Maximum"
"12.04.2024 18:30:51","1ms, Maximum"
"12.04.2024 18:30:56","2ms, Maximum"
"12.04.2024 18:31:01","2ms, Maximum"
"12.04.2024 18:31:06","2ms, Maximum"
"12.04.2024 18:31:11","2ms, Maximum"
"12.04.2024 18:31:16","1ms, Maximum"
"12.04.2024 18:31:22","2ms, Maximum"
"12.04.2024 18:31:27","3ms, Maximum"
"12.04.2024 18:31:32","2ms, Maximum"
"12.04.2024 18:31:37","2ms, Maximum"
"12.04.2024 18:31:42","2ms, Maximum"
"12.04.2024 18:31:47","2ms, Maximum"
"12.04.2024 18:31:52","2ms, Maximum"
"12.04.2024 18:31:57","2ms, Maximum"
"12.04.2024 18:32:02","1ms, Maximum"
"12.04.2024 18:32:07","1ms, Maximum"
"12.04.2024 18:32:12","2ms, Maximum"
"12.04.2024 18:32:17","1ms, Maximum"
"12.04.2024 18:32:22","2ms, Maximum"
"12.04.2024 18:32:27","2ms, Maximum"
